year,ID,recruit,Count of Year,sum_n of eggs,mean_n of eggs,SD_ n of eggs,mean_length,SD_length,mean_width,SD_width,mass,energy
2016,2016G252,First time,4,375,93.75,17.46186,95.75,0.612372,80.5,2.041241,98.9918,92057.8125
2016,2016G253,First time,5,381,95.25,5.678908,95.72,1.063955,84.66,0.502991,98.919248,93530.7375
2016,2016G254,First time,1,73,73,,97,,83.6,,102.0148,71682.35
2016,2016G255,First time,6,346,69.2,18.93938,92.72,2.386127,83.32,1.963059,91.664048,67950.94
2016,2016G256,First time,1,87,87,,108.8,,97.8,,130.55192,85429.65
2016,2016G257,First time,1,97,97,,97.6,,84.3,,103.46584,95249.15
2016,2016G258,First time,3,290,96.66667,22.14347,100.1,0.4,89,0,109.51184,94921.83661
2016,2016G259,First time,3,232,77.33333,7.505553,97,0.866025,82.9,3.044667,102.0148,75937.46339
2016,2016G260,First time,3,269,89.66667,3.21455,94.73333,1.625833,84.16667,2.893671,96.53308527,88048.18661
2016,2016G261,First time,5,520,104,21.82888,101.4,0.784219,88.075,2.401432,112.65576,102122.8
2016,2016G262,First time,1,109,109,,89.4,,86.4,,83.63496,107032.55
2016,2016G263,First time,3,294,98,18.08314,86,0.5,80.5,0.866025,75.4124,96231.1
2016,2016G264,First time,2,168,84,8.485281,95.3,0.282843,83.15,1.202082,97.90352,82483.8
2016,2016G265,First time,3,127,63.5,17.67767,97.85,0.35,87.65,1.35,104.07044,62353.825
2016,2016G266,First time,2,181,90.5,3.535534,98.5,1.414214,85.55,0.070711,105.6424,88866.475
2016,2016G267,First time,4,287,95.66667,8.144528,96.825,0.780491,88.4,0.867948,101.59158,93939.88661
2016,2016G268,First time,1,103,103,,98.5,,85.6,,105.6424,101140.85
2016,2016G269,First time,6,535,89.16667,8.15884,98.56667,0.50728,86,0.632456,105.8036347,87557.21161
2016,2016G270,First time,5,408,81.6,16.13382,97.95,1.013657,88.525,1.035314,104.31228,80127.12
2016,2016G271,First time,1,83,83,,98.2,,83.3,,104.91688,81501.85
2016,2016G272,First time,3,207,69,5,86.63333,1.422439,75.23333,1.882374,76.94404527,67754.55
2016,2016G273,First time,1,92,92,,101.5,,91,,112.8976,90339.4
2016,2016G274,First time,1,96,96,,95.7,,81.2,,98.87088,94267.2
2016,2016G276,First time,1,86,86,,97.1,,86.9,,102.25664,84447.7
2016,2016G277,First time,1,105,105,,101,,97.8,,111.6884,103104.75
2016,2016G278,First time,5,526,105.2,22.70903,101.68,1.583351,92.38,0.756307,113.332912,103301.14
2016,2016G279,First time,3,283,94.33333,4.50925,96.43333,1.601041,88.23333,4.823208,100.6443653,92630.61339
2016,2016G280,First time,2,93,93,,95.25,6.717514,84.75,4.596194,97.7826,91321.35
2016,2016G281,First time,1,81,81,,96.7,,86.5,,101.28928,79537.95
2016,2016G282,First time,5,462,92.4,11.78134,96.82,1.958826,86.06,0.712741,101.579488,90732.18
2016,2016G283,First time,3,257,128.5,12.02082,105.585,0.585,99.4,0.9,122.776764,126180.575
2016,2016G284,First time,1,90,90,,98,,89,,104.4332,88375.5
2016,2016G285,First time,1,76,76,,98.4,,85.2,,105.40056,74628.2
2016,2016G286,First time,1,112,112,,97.5,,90.3,,103.224,109978.4
2016,2016G287,First time,2,162,81,15.55635,94.5,0.989949,83.8,1.838478,95.9688,79537.95
2016,2016G288,First time,3,256,85.33333,5.507571,96.8,0.2,87.03333,3.601851,101.53112,83793.06339
2016,2016G290,First time,1,95,95,,99.5,,90.2,,108.0608,93285.25
2016,2016G291,First time,2,139,69.5,30.40559,96.45,0.777817,88,0,100.68468,68245.525
2016,2016G292,First time,2,156,78,21.2132,86.5,0,77.6,0,76.6216,76592.1
2016,2016G293,First time,1,84,84,,101.8,,91.7,,113.62312,82483.8
2016,2016G294,First time,1,96,96,,96.6,,90.5,,101.04744,94267.2
2016,2016G295,First time,1,109,109,,99.6,,86,,108.30264,107032.55
2016,2016G296,First time,1,73,73,,99.6,,85.8,,108.30264,71682.35
2016,2016G297,First time,6,540,90,11.71324,92.78,0.503587,84.12,0.735935,91.809152,88375.5
2016,2016G298,First time,1,73,73,,97.1,,81.2,,102.25664,71682.35
2016,2016G299,First time,2,175,87.5,10.6066,100.8,3.11127,90.4,0.141421,111.20472,85920.625
2016,2016G300,First time,4,439,109.75,16.72075,103.025,1.381726,90.925,0.471699,116.58566,107769.0125
2016,2016G301,First time,1,96,96,,100.5,,96.5,,110.4792,94267.2
2016,2016G302,First time,1,121,121,,98.5,,86.7,,105.6424,118815.95
2016,2016G303,First time,1,82,82,,98.6,,87,,105.88424,80519.9
2016,2016G304,First time,3,263,87.66667,14.15392,92.4,0.1,82.25,0.25,90.89016,86084.28661
2016,2016G305,First time,2,159,79.5,2.12132,98.6,0,86.3,0,105.88424,78065.025
2016,2016G306,First time,1,104,104,,98.6,,89.2,,105.88424,102122.8
2016,2016G307,First time,1,94,94,,92.5,,78.3,,91.132,92303.3
2016,2016G308,First time,2,182,91,16.97056,96.1,3.676955,84.9,0.565685,99.83824,89357.45
2016,2016G309,First time,3,233,77.66667,11.37248,95.95,0.55,83.3,0.3,99.47548,76264.78661
2016,2016G310,First time,2,205,102.5,14.84924,96.95,1.06066,90.25,0.353553,101.89388,100649.875
2016,2016G311,First time,2,209,104.5,36.06245,103.7,1.131371,90.55,1.343503,118.21808,102613.775
2016,2016G312,First time,2,182,91,7.071068,94.6,0.141421,82.3,0.989949,96.21064,89357.45
2016,2016G313,First time,2,198,99,9.899495,95.85,0.353553,79.35,0.919239,99.23364,97213.05
2016,2016G314,First time,1,78,78,,88.7,,78.7,,81.94208,76592.1
2016,2016G315,First time,1,85,85,,102.6,,91.8,,115.55784,83465.75
2016,2016G316,First time,3,229,76.33333,3.21455,91.25,0.25,80.55,0.45,88.109,74955.51339
2016,2016G317,First time,1,83,83,,96,,84,,99.5964,81501.85
2016,2016G318,First time,1,81,81,,98.5,,87.4,,105.6424,79537.95
2016,2016G319,First time,1,72,72,,89.6,,81.3,,84.11864,70700.4
2017,1993G071,Recurring,1,79,79,,107,,95,,126.1988,77574.05
2017,1993G077,Recurring,9,497,82.83333,21.12266,102.6375,3.746644,88.2875,4.584331,115.64853,81338.18839
2017,1996G009,Recurring,9,250,125,12.72792,104.2667,2.563201,94.42222,1.313181,119.5885873,122743.75
2017,1998G033,Recurring,6,500,100,8.746428,101.7,1.617405,90.56,2.989047,113.38128,98195
2017,1999G016,Recurring,4,233,77.66667,34.26855,99.85,1.109054,93.65,4.192454,108.90724,76264.78661
2017,1999G024,Recurring,8,209,104.5,30.40559,100.0875,2.069118,89.2375,1.172223,109.48161,102613.775
2017,1999G077,Recurring,2,95,95,,99.15,1.06066,82.25,0.494975,107.21436,93285.25
2017,2003G008,Recurring,1,110,110,,102,,92,,114.1068,108014.5
2017,2004G052,Recurring,4,166,83,16.97056,94.55,1.084743,85,0.816497,96.08972,81501.85
2017,2006G012,Recurring,4,64,64,,85.55,0.655744,77.75,0.6245,74.32412,62844.8
2017,2008G002,Recurring,7,339,113,29.05168,100.0714,0.694537,89.62857,1.02748,109.4426738,110960.35
2017,2008G006,Recurring,6,413,103.25,26.17091,97.58333,1.024532,88.5,1.152389,103.4255253,101386.3375
2017,2008G021,Recurring,6,70,70,,100.8,1.037304,92.61667,0.879583,111.20472,68736.5
2017,2009G002,Recurring,1,96,96,,107.5,,94.5,,127.408,94267.2
2017,2009G024,Recurring,4,104,104,,101.4,0.489898,86.75,1.707825,112.65576,102122.8
2017,2009G027,Recurring,6,390,130,18.24829,99.51667,1.204021,93.66,1.460959,108.1011147,127653.5
2017,2010G0100,Recurring,3,87,87,,100.4333,2.482606,90.4,1.637071,110.3178927,85429.65
2017,2010G015,Recurring,8,258,129,1.414214,105.3429,2.301464,92.04286,1.587322,122.1912694,126671.55
2017,2010G018,Recurring,6,107,107,,107.36,0.387814,95.98,1.401999,127.069424,105068.65
2017,2010G030,Recurring,4,64,64,,96.4,1.083205,82.6,2.814249,100.56376,62844.8
2017,2010G060,Recurring,6,81,81,,95.2,2.101428,83.76,1.372006,97.66168,79537.95
2017,2010G100,Recurring,5,97,97,,99.8,0.667083,88.825,2.875217,108.78632,95249.15
2017,2010G103,Recurring,4,462,115.5,1,99.16667,0.849837,85.03333,1.065624,107.2546747,113415.225
2017,2011G060,Recurring,6,247,123.5,12.02082,110.3333,1.21106,95.08333,1.281275,134.2600527,121270.825
2017,2011G074,Recurring,1,85,85,,95.1,,93.7,,97.41984,83465.75
2017,2012G025,Recurring,8,345,115,14.79865,96.3375,1.044629,82.45,0.769044,100.41261,112924.25
2017,2012G032,Recurring,6,163,81.5,9.192388,106.25,1.541104,89.21667,2.289469,124.385,80028.925
2017,2012G035,Recurring,6,265,132.5,24.74874,98.7,0.87178,83.76667,1.952093,106.12608,130108.375
2017,2013G019,Recurring,8,192,96,8.485281,92.1,0.420883,84.1875,0.672814,90.16464,94267.2
2017,2013G028,Recurring,4,112,112,,105.375,0.818026,86.5,1.224745,122.2689,109978.4
2017,2013G031,Recurring,6,85,85,,95.55,4.042153,85.93333,0.771146,98.50812,83465.75
2017,2013G051,Recurring,7,185,92.5,4.949747,97.81429,1.254895,87.85714,1.424614,103.9840789,90830.375
2017,2013G066,Recurring,5,321,80.25,7.041543,96.82,1.130044,86.18,3.069528,101.579488,78801.4875
2017,2013G072,Recurring,2,62,62,,92,2.12132,81.05,2.192031,89.9228,60880.9
2017,2013G075,Recurring,5,94,94,,104.16,0.792465,96.5,3.082207,119.330544,92303.3
2017,2013G0785,Recurring,1,117,117,,104.7,,92.6,,120.63648,114888.15
2017,2013G093,Recurring,6,253,84.33333,14.50287,95.08333,1.800463,85.43333,2.083907,97.37952527,82811.11339
2017,2013G109,Recurring,6,113,113,,104.9,1.113553,89.74,0.741889,121.12016,110960.35
2017,2013G139,Recurring,1,129,129,,95,,82.2,,97.178,126671.55
2017,2013G162,Recurring,1,97,97,,94,,85.5,,94.7596,95249.15
2017,2014G015,Recurring,6,101,101,,102.85,1.667033,88.66667,0.625033,116.16244,99176.95
2017,2014G020,Recurring,4,264,88,4.358899,98.675,0.330404,86.675,0.763217,106.06562,86411.6
2017,2014G041,Recurring,7,199,99.5,14.84924,101.5571,0.769972,93.74286,2.048461,113.0356906,97704.025
2017,2014G101,Recurring,9,309,103,6,96.8125,1.273222,84.8625,2.739953,101.56135,101140.85
2017,2014G132,Recurring,7,188,94,31.1127,99.24286,0.844309,87.98571,1.392155,107.4389326,92303.3
2017,2014G133,Recurring,8,105,105,,97.9,1.968321,82.32083,1.122771,104.19136,103104.75
2017,2015G120,Recurring,1,116,116,,96.7,,86.1,,101.28928,113906.2
2017,2017G002,First time,6,48,48,,94.55,1.737527,80.25,0.939681,96.08972,47133.6
2017,2017G006,First time,5,248,82.66667,7.023769,94.78,0.622093,79.74,0.622896,96.645952,81174.53661
2017,2017G007,First time,6,68,68,,97.9,0.357771,89.06667,0.966782,104.19136,66772.6
2017,2017G010,First time,7,83,83,,104.0333,1.371941,95.3,1.081665,119.0241327,81501.85
2017,2017G011,First time,5,88,88,,96.76,1.19708,88.22,1.530359,101.434384,86411.6
2017,2017G013,First time,8,229,114.5,10.6066,98.25,1.489007,88.5875,1.268787,105.0378,112433.275
2017,2017G014,First time,7,361,90.25,6.130525,94.44286,2.865808,84.9,3.115017,95.83061262,88620.9875
2017,2017G017,First time,8,403,100.75,6.291529,99.9125,1.305415,87.825,2.04433,109.05839,98931.4625
2017,2017G019,First time,8,193,96.5,12.02082,102.0375,0.843356,91.7875,0.659951,114.19749,94758.175
2017,2017G020,First time,4,79,79,,94.6,0.816497,83.575,1.071992,96.21064,77574.05
2017,2017G021,First time,1,142,142,,104.6,,98,,120.39464,139436.9
2017,2017G023,First time,5,241,120.5,14.84924,96.24,2.369177,85.34,0.847349,100.176816,118324.975
2017,2017G025,First time,5,393,131,4,110.44,1.180254,100.8,0.913783,134.518096,128635.45
2017,2017G026,First time,4,275,91.66667,9.609024,86.175,1.913766,77.35,0.750555,75.83562,90012.08661
2017,2017G027,First time,5,365,91.25,13.02242,101.68,0.697854,84.72,0.933809,113.332912,89602.9375
2017,2017G028,First time,3,186,93,18.38478,101.6667,1.5885,88.3,0.7,113.3007473,91321.35
2017,2017G031,First time,5,419,104.75,14.88568,97.84,2.12791,86.82,1.304607,104.046256,102859.2625
2017,2017G032,First time,6,124,124,,100.2333,1.297176,90.25,1.959337,109.8342127,121761.8
2017,2017G034,First time,7,199,99.5,0.707107,108.3833,1.438074,96.41667,1.592081,129.5441727,97704.025
2017,2017G035,First time,2,88,88,,94.45,0.212132,85.5,0,95.84788,86411.6
2017,2017G036,First time,1,103,103,,95.3,,87.4,,97.90352,101140.85
2017,2017G037,First time,3,115,115,,102.0667,0.602771,90.86667,1.724336,114.2681073,112924.25
2017,2017G040,First time,7,142,142,,100.0571,1.160254,91.78571,2.663599,109.4080906,139436.9
2017,2017G041,First time,5,294,98,10.53565,95.44,0.427785,86.76,0.838451,98.242096,96231.1
2017,2017G042,First time,6,107,107,,99.11667,1.435851,88.45,1.85661,107.1337547,105068.65
2017,2017G044,First time,5,74,74,,94.8,0.469042,85.6,2.575849,96.69432,72664.3
2017,2017G045,First time,6,460,115,28.74022,98.88333,1.225425,88.7,1.232883,106.5694453,112924.25
2017,2017G046,First time,5,212,106,9.899495,95.44,1.132696,83.92,1.231666,98.242096,104086.7
2017,2017G047,First time,6,97,97,,98.08,0.601332,89.72,3.358214,104.626672,95249.15
2017,2017G048,First time,2,100,100,,102.85,4.030509,96.8,1.697056,116.16244,98195
2017,2017G049,First time,4,270,90,4.358899,86.3875,0.913213,74.1625,1.35731,76.34953,88375.5
2017,2017G050,First time,9,502,83.66667,11.21903,100.5111,1.067057,90.5,2.76134,110.5060442,82156.48661
2017,2017G052,First time,1,127,127,,101.4,,96.7,,112.65576,124707.65
2017,2017G053,First time,5,87,87,,99.98,1.047378,93.68,1.018332,109.221632,85429.65
2017,2017G055,First time,3,242,121,0,101.5667,0.602771,95.85,0.35,113.0589073,118815.95
2017,2017G056,First time,2,216,108,5.656854,93.35,0.070711,82.95,0.777817,93.18764,106050.6
2017,2017G058,First time,4,225,112.5,2.12132,95.25,0.5,85.25,0.957427,97.7826,110469.375
2017,2017G060,First time,5,142,142,,97.64,0.219089,87.86,3.943095,103.562576,139436.9
2017,2017G062,First time,7,219,109.5,13.43503,95.5,0.46188,82.75714,1.037396,98.3872,107523.525
2017,2017G063,First time,6,183,91.5,6.363961,94.85,0.896103,84.98333,1.004822,96.81524,89848.425
2017,2017G064,First time,10,447,89.4,22.12013,103.5778,1.253243,89.1875,2.05396,117.9225515,87786.33
2017,2017G065,First time,6,282,94,12.16553,99.3125,2.269788,86.53333,1.564182,107.60735,92303.3
2017,2017G066,First time,1,109,109,,100.4,,89.7,,110.23736,107032.55
2017,2017G068,First time,6,123,123,,99.93333,0.920145,85.88333,3.178941,109.1087653,120779.85
2017,2017G070,First time,4,231,115.5,17.67767,107.875,1.24733,93.5,0.408248,128.3149,113415.225
2017,2017G071,First time,5,210,105,5.656854,95.86,1.26412,84.02,1.549839,99.257824,103104.75
2017,2017G072,First time,6,289,96.33333,13.57694,97.28333,3.760541,85.25,2.983119,102.7000053,94594.51339
2017,2017G073,First time,3,90,90,,98.23333,2.159475,85.2,1.212436,104.9974853,88375.5
2017,2017G074,First time,5,445,89,6.595453,99.78,0.471169,89.28,0.903881,108.737952,87393.55
2017,2017G076,First time,4,77,77,,96,1.080123,83.75,0.645497,99.5964,75610.15
2017,2017G077,First time,2,42,42,,103.25,1.06066,90.75,1.06066,117.1298,41241.9
2017,2017G078,First time,5,638,127.6,10.99091,108.18,0.813634,96.375,2.582997,129.052512,125296.82
2017,2017G079,First time,4,175,87.5,30.40559,91.98,0.72682,89.925,0.991211,89.874432,85920.625
2017,2017G080,First time,7,75,75,,92.53333,3.294271,81.51429,2.805013,91.21260527,73646.25
2017,2017G082,First time,2,135,135,,100,0,87,0,109.27,132563.25
2017,2017G083,First time,6,92,92,,98.48333,1.249667,87.26667,1.602082,105.6020853,90339.4
2017,2017G084,First time,7,168,84,1.414214,98.78571,0.566947,86.28571,1.408816,106.3333611,82483.8
2017,2017G085,First time,4,415,103.75,25.56528,96.125,0.853913,81.225,0.877021,99.8987,101877.3125
2017,2017G086,First time,1,104,104,,100.6,,90.2,,110.72104,102122.8
2017,2017G087,First time,7,263,87.66667,9.073772,100.2857,2.233404,87.75,1.77365,109.9609369,86084.28661
2017,2017G088,First time,6,527,105.4,17.79888,95.6,0.862554,82.78333,1.897806,98.62904,103497.53
2017,2017G089,First time,4,205,102.5,0.707107,97.6,1.356466,90,1.154701,103.46584,100649.875
2017,2017G090,First time,5,354,70.8,4.549725,91.44,1.21161,84.38,3.545702,88.568496,69522.06
2017,2017G091,First time,5,223,111.5,13.43503,95.7,1.30384,85,1.968502,98.87088,109487.425
2017,2017G093,First time,6,264,132,22.62742,102.5,1.183216,89.86667,1.505545,115.316,129617.4
2017,2017G094,First time,7,108,108,,100.0857,1.581591,90.49857,2.210282,109.4772569,106050.6
2017,2017G095,First time,5,317,105.6667,4.041452,95.16,2.151279,87.88,0.878635,97.564944,103759.4161
2017,2017G096,First time,4,182,91,11.31371,90.875,1.931105,82.175,3.704389,87.2021,89357.45
2017,2017G098,First time,3,247,82.33333,3.511885,91.76667,1.553491,82.53333,8.062464,89.35851473,80847.21339
2017,2017G101,First time,5,485,121.25,12.91962,96.64,0.74027,89.52,1.29499,101.144176,119061.4375
2017,2017G102,First time,2,187,93.5,2.12132,96.75,1.06066,85.25,1.06066,101.4102,91812.325
2017,2017G104,First time,5,95,95,,96.9,5.128353,90.4,7.048049,101.77296,93285.25
2017,2017G106,First time,4,88,88,,92.75,1.322876,83.575,0.722842,91.7366,86411.6
2017,2017G107,First time,3,75,75,,94.66667,0.57735,81.66667,1.154701,96.37187473,73646.25
2017,2017G108,First time,1,146,146,,112,,92,,138.2908,143364.7
2017,2017G109,First time,5,290,72.5,4.932883,89.7,5.433231,78.94,4.776819,84.36048,71191.375
2017,2017G110,First time,4,247,82.33333,3.05505,99.125,0.853913,88.5,2.886751,107.1539,80847.21339
2017,2017G112,First time,5,391,78.2,8.671793,92.54,0.95289,83.08,2.869146,91.228736,76788.49
2017,2017G113,First time,4,428,107,14.02379,95.75,0.957427,87.16667,1.312335,98.9918,105068.65
2017,2017G114,First time,7,339,84.75,8.770215,90.68,1.371617,80.34,1.218743,86.730512,83220.2625
2017,2017G115,First time,9,346,86.5,31.98437,96.1875,0.788095,86.5,0.75,100.04985,84938.675
2017,2017G116,First time,3,94,94,,93.5,0.866025,84.5,0.866025,93.5504,92303.3
2017,2017G117,First time,1,90,90,,90,,81,,85.086,88375.5
2017,2017G119,First time,2,119,119,,111,1.414214,87.5,6.363961,135.8724,116852.05
2017,2017G120,First time,7,442,73.66667,11.75868,84.1,0.94163,73.94286,0.687646,70.81744,72336.98661
2017,2017G121,First time,3,78,78,,101.1667,1.892969,90.7,2.338803,112.0915473,76592.1
2017,2017G122,First time,5,90,90,,97,2.979094,88.8,1.036822,102.0148,88375.5
2017,2017G124,First time,3,72,72,,87.43333,0.404145,78.96667,0.80829,78.87876527,70700.4
2017,2017G125,First time,1,81,81,,94,,77,,94.7596,79537.95
2017,2017G126,First time,2,176,88,2.828427,96.5,0.707107,79.5,0.707107,100.8056,86411.6
2017,2017G127,First time,3,94,94,,97.83333,1.607275,84.73333,1.750238,104.0301253,92303.3
2017,2017G128,First time,6,262,87.33333,2.886751,99.95,1.055936,87.03333,2.146315,109.14908,85756.96339
2017,2017G130,First time,5,325,65,13.0958,91,0.790569,83.7,2.439262,87.5044,63826.75
2017,2017G134,First time,5,355,88.75,24.25387,91.5,0.5,79,1.06066,88.7136,87148.0625
2017,2017G135,First time,1,82,82,,87,,75,,77.8308,80519.9
2017,2017G136,First time,5,492,98.4,10.01499,91.6,2.607681,79.56,5.795947,88.95544,96623.88
2017,2017G139,First time,3,66,66,,91.7,0.818535,83.53333,1.850225,89.19728,64808.7
2017,2017G140,First time,1,128,128,,97,,86,,102.0148,125689.6
2017,2017G145,First time,5,455,113.75,8.261356,100.358,1.107168,92.48,0.909395,110.1357872,111696.8125
2017,2017G148,First time,3,195,65,12.49,91.9,2.762245,85.8,0.34641,89.68096,63826.75
2017,2017G150,First time,2,57,57,,92.25,3.889087,78.95,0.777817,90.5274,55971.15
2017,2017G152,First time,5,272,90.66667,31.87998,93.33,3.650274,82.53333,4.399684,93.139272,89030.13661
2017,2017G154,First time,1,96,96,,94,,84,,94.7596,94267.2
2017,2017G156,First time,3,279,93,32.90897,97.66667,0.57735,87.66667,0.57735,103.6270747,91321.35
2017,2017G157,First time,4,366,122,3.605551,112.5,0.57735,102.75,0.957427,139.5,119797.9
2017,2017G161,First time,1,62,62,,91,,79,,87.5044,60880.9
2017,2017G162,First time,1,58,58,,102,,92.7,,114.1068,56953.1
2018,1994G022,Recurring,5,496,99.2,18.8202,103.2,0.758288,89.1,0.894427,117.00888,97409.44
2018,1995G024,Recurring,7,511,85.16667,16.04265,99.22857,0.836091,87.71429,1.643602,107.4043737,83629.41161
2018,1995G095,Recurring,3,263,87.66667,11.37248,100.6667,0.57735,95.4,1.385641,110.8823473,86084.28661
2018,2000G004,Recurring,4,406,101.5,19.50214,108.5,0.08165,97.65,0.285774,129.8264,99667.925
2018,2000G015,Recurring,3,248,82.66667,27.46513,98.66667,0.763763,84.33333,1.527525,106.0454747,81174.53661
2018,2000G019,Recurring,2,173,86.5,9.192388,99,0,87.5,0.707107,106.8516,84938.675
2018,2000G026,Recurring,8,745,106.4286,31.89492,101.6429,0.440315,84.78571,1.531039,113.2431894,104507.5638
2018,2003G014,Recurring,3,288,96,1.732051,102.3333,1.154701,88.33333,0.57735,114.9128527,94267.2
2018,2006G037,Recurring,9,670,83.75,12.96975,102,1.030776,88.9125,4.441688,114.1068,82238.3125
2018,2007G009,Recurring,7,472,78.66667,16.77697,96.11429,1.033487,81.32857,1.048355,99.87279894,77246.73661
2018,2008G001,Recurring,2,185,92.5,31.81981,104,0,86.5,0.707107,118.9436,90830.375
2018,2008G003,Recurring,4,310,103.3333,26.38813,104.75,0.5,87.45,1.320353,120.7574,101468.1339
2018,2009G014,Recurring,1,101,101,,99.7,,89.6,,108.54448,99176.95
2018,2009G035,Recurring,7,541,77.28571,14.26785,95.05,0.93039,87.21429,1.543998,97.29892,75890.70293
2018,2009G049,Recurring,4,244,122,1.414214,102,2.160247,94,3.741657,114.1068,119797.9
2018,2010G014,Recurring,7,691,98.71429,15.39171,103.8857,0.819407,92.81667,1.303095,118.6671769,96932.49707
2018,2010G062,Recurring,7,666,111,33.61547,99.05714,0.446681,86.28571,1.839772,106.9897874,108996.45
2018,2011G029,Recurring,4,136,68,33.94113,88.325,1.512999,82.425,1.043631,81.03518,66772.6
2018,2011G082,Recurring,5,515,103,8.093207,103.3,1.204159,92.5,1,117.25072,101140.85
2018,2012G028,Recurring,3,177,88.5,9.192388,100.9333,2.722744,92.43333,1.250333,111.5270927,86902.575
2018,2012G029,Recurring,3,214,107,12.72792,99.46667,0.416333,92.1,0.8544,107.9801947,105068.65
2018,2012G036,Recurring,8,671,83.875,21.50374,107.7125,0.729848,89.8125,1.504695,127.92191,82361.05625
2018,2012G041,Recurring,6,492,82,8.074652,92.38333,0.376386,80.68333,0.980646,90.84984527,80519.9
2018,2013G017,Recurring,5,230,57.5,5.066228,95.04,0.669328,86.98,0.988433,97.274736,56462.125
2018,2013G019,Recurring,1,66,66,,98,,95,,104.4332,64808.7
2018,2013G101,Recurring,8,835,104.375,19.09329,100.075,1.273634,82.9125,3.696113,109.45138,102491.0313
2018,2013G125,Recurring,5,445,89,18.81489,90.86,1.303073,83.74,1.370401,87.165824,87393.55
2018,2014G038,Recurring,4,217,72.33333,22.14347,93,1.224745,81,1.414214,92.3412,71027.71339
2018,2014G099,Recurring,4,363,90.75,22.95467,99.6,0.496655,90.85,1.506652,108.30264,89111.9625
2018,2014G109,Recurring,7,517,86.16667,11.44407,110.6143,1.428786,95.21429,2.15749,134.9396231,84611.36161
2018,2015G003,Recurring,4,322,80.5,8.42615,95.125,1.635797,85.45,1.646208,97.4803,79046.975
2018,2015G040,Recurring,1,82,82,,99.5,,81,,108.0608,80519.9
2018,2015G045,Recurring,3,274,91.33333,22.03028,98.33333,0.57735,85.66667,1.527525,105.2393253,89684.76339
2018,2015G049,Recurring,4,389,97.25,8.616844,101.75,1.362596,86.25,2.020726,113.5022,95494.6375
2018,2015G125,Recurring,4,269,89.66667,12.50333,101.9,1.8,93.625,2.868652,113.86496,88048.18661
2018,2015G131,Recurring,4,292,97.33333,13.05118,96.35,0.506623,84.525,0.55,100.44284,95576.46339
2018,2016G163,Recurring,1,90,90,,94,,84,,94.7596,88375.5
2018,2017G133,Recurring,5,498,99.6,6.228965,99.5,0.707107,88.22,0.54037,108.0608,97802.22
2018,2018G001,First time,2,150,75,4.242641,93.3,0.707107,79.35,0.070711,93.06672,73646.25
2018,2018G002,First time,5,249,83,10.58301,101.05,0.722842,86.45,0.364005,111.80932,81501.85
2018,2018G003,First time,1,92,92,,101.5,,89,,112.8976,90339.4
2018,2018G004,First time,2,91,45.5,3.535534,88.35,0.494975,77.3,1.838478,81.09564,44678.725
2018,2018G006,First time,1,97,97,,97,,91.4,,102.0148,95249.15
2018,2018G007,First time,7,644,92,24.76557,101.0833,0.851306,88.3,0.927362,111.8898527,90339.4
2018,2018G008,First time,1,106,106,,102,,93,,114.1068,104086.7
2018,2018G009,First time,3,339,113,8.544004,99,1.802776,89.26667,5.085601,106.8516,110960.35
2018,2018G010,First time,1,91,91,,96.6,,86.4,,101.04744,89357.45
2018,2018G011,First time,5,494,123.5,23.13007,113.76,0.482701,99.52,2.955842,142.547184,121270.825
2018,2018G012,First time,4,254,84.66667,15.50269,90.65,1.258306,78.375,0.95,86.65796,83138.43661
2018,2018G013,First time,3,206,68.66667,28.11287,96.6,0.173205,80.5,0.984886,101.04744,67427.23661
2018,2018G014,First time,5,465,93,27.6134,98.1,0.821584,89.02,1.025671,104.67504,91321.35
2018,2018G015,First time,2,126,63,32.52691,95.75,0.919239,84.45,1.06066,98.9918,61862.85
2018,2018G016,First time,1,77,77,,97.5,,82.7,,103.224,75610.15
2018,2018G017,First time,4,312,78,15.16575,97.8,3.885014,85.55,1.968925,103.94952,76592.1
2018,2018G018,First time,2,63,63,,96.15,0.494975,86.2,0.848528,99.95916,61862.85
2018,2018G019,First time,3,110,55,19.79899,91,0,83.86667,0.23094,87.5044,54007.25
2018,2018G020,First time,7,571,95.16667,21.80291,91.41429,2.079606,82.28571,1.322156,88.50631894,93448.91161
2018,2018G021,First time,9,680,75.55556,14.22244,95.31111,1.618212,82.63333,1.237942,97.93038842,74191.78214
2018,2018G022,First time,9,610,76.25,15.25732,92.18889,0.9968,82.3625,0.960387,90.37961158,74873.6875
2018,2018G023,First time,5,286,71.5,16.78293,96.64,1.150217,83.54,1.86494,101.144176,70209.425
2018,2018G024,First time,3,286,95.33333,20.79263,96.6,1.153256,85.53333,3.931073,101.04744,93612.56339
2018,2018G025,First time,5,430,86,18.06931,94.98,2.477297,81.26,1.608726,97.129632,84447.7
2018,2018G026,First time,3,178,89,15.55635,96.33333,0.57735,83.6,0.69282,100.4025253,87393.55
2018,2018G027,First time,2,169,84.5,33.23402,96.15,1.909188,85.6,2.687006,99.95916,82974.775
2018,2018G028,First time,3,219,109.5,13.43503,100,0.866025,92.46667,0.450925,109.27,107523.525
2018,2018G029,First time,7,679,97,22.34577,101.0286,1.299634,88.85714,1.70084,111.7575662,95249.15
2018,2018G030,First time,6,425,85,13,99.81667,0.825631,91.93333,1.619465,108.8266347,83465.75
